date,amount,result
20110531,"23,227,990",1 2 4
20110601,"22,962,124",1 0 7
20110602,"24,022,434",3 7 9
20110603,"26,096,660",8 8 7
20110604,"22,377,658",5 8 9
20110605,"23,258,412",8 8 4
20110606,"22,447,912",8 6 5
20110607,"21,730,114",9 8 5
20110608,"22,180,602",9 7 4
20110609,"23,105,654",6 2 9
20110610,"24,837,076",7 6 5
20110611,"23,091,596",6 5 2
20110612,"23,118,908",2 4 1
20110613,"23,826,050",4 1 9
20110614,"25,033,832",1 0 4
20110615,"25,448,572",8 9 6
20110616,"27,578,330",7 1 3
20110617,"28,985,230",8 1 5
20110618,"28,421,870",2 3 9
20110619,"30,459,518",3 7 8
20110620,"30,395,844",6 8 9
20110621,"30,007,194",5 7 8
20110622,"29,685,066",8 2 6
20110623,"30,524,654",4 6 2
20110624,"29,869,774",2 9 7
20110625,"28,260,620",5 2 0
20110626,"28,013,886",3 5 3
20110627,"24,554,724",9 9 1
20110628,"24,001,130",2 6 6
20110629,"24,311,044",9 1 7
20110630,"24,343,790",3 1 0
20110701,"24,029,316",9 0 9
20110702,"21,847,750",5 7 2
20110703,"22,950,512",8 4 3
20110704,"24,330,590",1 9 0
20110705,"21,259,430",1 2 3
20110706,"20,706,124",5 5 3
20110707,"21,601,326",5 9 9
20110708,"22,101,522",2 6 2
20110709,"21,760,774",7 9 3
20110710,"21,911,866",0 3 9
20110711,"22,194,954",4 5 7
20110712,"23,159,470",7 7 5
20110713,"22,207,806",8 1 2
20110714,"22,870,284",7 6 8
20110715,"22,499,918",0 0 3
20110716,"20,222,644",1 2 5
20110717,"21,005,394",4 1 9
20110718,"22,713,282",8 1 2
20110719,"22,009,446",7 0 0
20110720,"21,407,344",8 8 9
20110721,"21,492,860",8 6 1
20110722,"21,846,520",7 0 8
20110723,"20,672,550",3 1 8
20110724,"20,104,160",6 6 8
20110725,"20,042,936",0 0 4
20110726,"19,807,828",7 6 9
20110727,"20,680,600",6 7 9
20110728,"20,561,064",6 3 3
20110729,"20,469,008",5 8 3
20110730,"19,886,272",5 8 7
20110731,"19,871,766",6 7 5
20110801,"20,637,806",8 5 2
20110802,"21,313,478",6 4 8
20110803,"21,873,800",6 1 5
20110804,"22,081,840",2 8 1
20110805,"22,539,850",9 7 6
20110806,"20,804,922",3 2 6
20110807,"20,908,618",3 3 1
20110808,"20,795,248",8 0 6
20110809,"20,910,016",2 5 4
20110810,"20,714,946",7 9 7
20110811,"21,038,436",5 0 6
20110812,"21,354,714",6 0 7
20110813,"19,632,822",9 0 5
20110814,"19,721,258",5 4 7
20110815,"21,492,984",6 0 4
20110816,"21,680,000",3 6 9
20110817,"22,094,830",4 3 5
20110818,"22,180,874",6 7 7
20110819,"21,900,480",4 7 8
20110820,"20,942,136",8 8 6
20110821,"20,626,786",6 3 2
20110822,"22,191,220",8 2 1
20110823,"21,703,484",3 2 4
20110824,"20,952,654",1 0 5
20110825,"20,715,768",8 7 4
20110826,"21,717,504",8 5 3
20110827,"20,709,584",9 2 3
20110828,"21,189,594",5 6 1
20110829,"22,511,450",0 9 3
20110830,"22,591,020",3 0 4
20110831,"23,188,356",7 3 7
20110901,"21,290,218",3 7 2
20110902,"22,163,424",0 1 3
20110903,"21,196,148",8 8 2
20110904,"20,876,202",0 8 6
20110905,"22,042,798",6 4 8
20110906,"22,288,906",9 6 7
20110907,"22,722,780",7 2 1
20110908,"23,065,580",9 6 2
20110909,"23,203,920",3 1 0
20110910,"21,196,146",0 1 4
20110911,"20,544,108",4 3 0
20110912,"19,983,580",4 4 2
20110913,"20,584,972",7 5 6
20110914,"21,301,946",3 4 3
20110915,"21,048,904",4 3 1
20110916,"22,160,166",4 3 2
20110917,"20,581,556",6 1 0
20110918,"21,427,204",8 5 3
20110919,"22,262,528",5 4 6
20110920,"22,557,842",9 8 5
20110921,"23,225,390",1 6 1
20110922,"22,096,666",3 7 0
20110923,"23,191,548",8 6 7
20110924,"21,614,604",6 5 3
20110925,"22,627,314",5 8 7
20110926,"23,744,854",9 2 5
20110927,"23,699,118",5 0 3
20110928,"24,354,510",3 7 9
20110929,"23,646,318",4 9 8
20110930,"23,364,062",4 9 8
20111001,"19,857,930",7 8 6
20111002,"20,642,034",3 7 8
20111003,"21,582,576",8 7 6
20111004,"21,879,682",1 5 5
20111005,"20,494,266",0 1 4
20111006,"20,919,392",9 4 6
20111007,"22,108,628",8 3 2
20111008,"22,282,814",3 5 9
20111009,"22,977,766",0 5 9
20111010,"22,470,406",8 8 0
20111011,"21,708,630",3 2 4
20111012,"22,548,766",9 5 1
20111013,"23,190,448",3 8 2
20111014,"23,823,678",8 7 5
20111015,"23,038,928",2 1 4
20111016,"22,112,368",8 9 3
20111017,"22,812,062",9 0 5
20111018,"22,709,930",2 0 5
20111019,"22,100,988",2 6 4
20111020,"21,964,960",2 3 1
20111021,"22,463,570",6 7 2
20111022,"22,358,580",6 2 9
20111023,"22,282,682",5 0 4
20111024,"23,203,916",6 0 4
20111025,"22,530,380",0 9 3
20111026,"23,338,978",3 9 3
20111027,"21,087,192",2 5 6
20111028,"22,716,994",9 5 9
20111029,"20,936,306",3 2 9
20111030,"21,484,930",8 3 3
20111031,"22,703,122",4 5 8
20111101,"22,732,632",0 9 9
20111102,"22,163,748",0 0 6
20111103,"21,709,194",8 2 2
20111104,"22,708,206",6 4 1
20111105,"21,685,754",4 9 6
20111106,"21,864,004",1 0 7
20111107,"22,475,356",3 2 2
20111108,"21,911,158",1 1 6
20111109,"21,975,118",6 2 6
20111110,"22,161,096",9 9 0
20111111,"21,999,604",6 6 9
20111112,"21,439,076",7 7 3
20111113,"21,245,658",8 2 5
20111114,"22,585,258",0 9 4
20111115,"22,519,966",3 6 5
20111116,"22,690,764",4 6 6
20111117,"21,709,522",7 8 3
20111118,"23,097,892",3 7 4
20111119,"22,261,198",5 3 8
20111120,"22,603,802",4 9 2
20111121,"23,039,600",4 1 3
20111122,"22,235,366",3 5 6
20111123,"23,155,414",8 7 0
20111124,"23,220,252",3 6 5
20111125,"23,223,902",3 6 8
20111126,"22,117,394",4 7 2
20111127,"22,732,722",1 5 6
20111128,"23,649,780",0 3 9
20111129,"23,687,838",0 9 2
20111130,"22,997,504",4 6 5
20111201,"24,280,522",8 1 1
20111202,"22,301,090",6 4 8
20111203,"22,308,324",8 8 8　
20111204,"19,275,298",9 4 3
20111205,"21,740,500",8 9 7
20111206,"21,082,784",3 5 2
20111207,"22,652,180",8 0 3
20111208,"23,037,422",4 3 6
20111209,"24,104,726",7 4 7
20111210,"21,942,138",3 8 7
20111211,"22,570,908",8 8 8
20111212,"21,552,854",5 1 4
20111213,"23,031,140",9 7 3
20111214,"23,854,336",8 7 4
20111215,"22,927,426",2 0 4
20111216,"22,574,838",9 6 1
20111217,"22,397,890",3 6 0
20111218,"22,570,236",2 9 6
20111219,"23,385,982",4 9 4
20111220,"21,892,228",2 9 0
20111221,"21,987,590",2 2 7
20111222,"21,094,574",0 0 0
20111223,"19,569,926",9 2 7
20111224,"20,215,454",3 0 0
20111225,"20,142,232",1 4 2
20111226,"21,485,580",0 6 8
20111227,"22,451,812",3 0 1
20111228,"22,305,724",5 1 8
