date,amount,result
2015年1月20日,"16,725,460",2 1 6
2015年1月21日,"16,089,980",3 3 9
2015年1月22日,"15,720,278",7 5 8
2015年1月23日,"16,642,008",4 9 6
2015年1月24日,"16,058,272",6 0 6
2015年1月25日,"15,242,136",3 8 1
2015年1月26日,"16,060,798",8 3 3
2015年1月27日,"15,578,658",2 8 1
2015年1月28日,"15,933,598",3 5 7
2015年1月29日,"16,208,402",9 2 7
2015年1月30日,"16,678,220",8 2 0
2015年1月31日,"15,517,304",5 2 4
2015年2月1日,"16,064,880",4 1 3
2015年2月2日,"16,771,572",9 8 6
2015年2月3日,"16,621,414",0 4 9
2015年2月4日,"16,341,688",6 7 4
2015年2月5日,"17,014,868",8 7 1
2015年2月6日,"17,340,708",1 5 1
2015年2月7日,"15,218,772",9 2 2
2015年2月8日,"15,045,586",5 4 8
2015年2月9日,"16,243,832",4 6 6
2015年2月10日,"15,896,982",5 3 8
2015年2月11日,"16,474,218",2 3 2
2015年2月12日,"15,597,716",7 5 1
2015年2月13日,"17,295,278",7 2 5
2015年2月14日,"15,718,834",5 7 7
2015年2月15日,"15,574,026",3 0 5
2015年2月16日,"15,568,972",8 0 0
2015年2月17日,"13,349,072",0 8 5
2015年2月25日,"12,156,348",2 5 1
2015年2月26日,"13,165,026",0 3 9
2015年2月27日,"13,895,588",9 5 1
2015年2月28日,"13,989,914",5 9 8
2015年3月1日,"13,419,874",7 4 7
2015年3月2日,"13,778,548",0 6 3
2015年3月3日,"13,561,038",9 6 9
2015年3月4日,"13,230,090",8 1 3
2015年3月5日,"13,519,594",7 7 9
2015年3月6日,"14,479,668",8 8 9
2015年3月7日,"13,423,490",0 2 4
2015年3月8日,"13,899,398",4 4 7
2015年3月9日,"13,771,454",9 1 8
2015年3月10日,"15,212,150",0 6 8
2015年3月11日,"14,699,874",1 3 8
2015年3月12日,"14,795,804",5 2 7
2015年3月13日,"15,638,464",6 9 6
2015年3月14日,"14,083,890",2 0 8
2015年3月15日,"14,931,408",7 1 8
2015年3月16日,"15,514,682",5 5 9
2015年3月17日,"15,933,502",9 8 6
2015年3月18日,"15,427,386",4 1 8
2015年3月19日,"17,577,144",7 5 9
2015年3月20日,"18,101,694",7 9 3
2015年3月21日,"17,466,834",9 4 2
2015年3月22日,"14,973,796",4 4 1
2015年3月23日,"15,613,782",4 2 3
2015年3月24日,"15,572,184",9 3 7
2015年3月25日,"15,211,668",9 6 5
2015年3月26日,"15,281,464",1 1 4
2015年3月27日,"15,311,250",5 2 8
2015年3月28日,"15,944,244",3 2 0
2015年3月29日,"14,458,614",6 0 3
2015年3月30日,"15,501,448",2 5 5
2015年3月31日,"15,130,888",0 1 3
2015年4月1日,"17,194,376",9 4 1
2015年4月2日,"16,710,466",4 1 6
2015年4月3日,"15,889,002",9 3 0
2015年4月4日,"13,972,158",0 1 3
2015年4月5日,"13,925,464",1 0 8
2015年4月6日,"14,349,950",6 5 4
2015年4月7日,"14,819,070",6 8 4
2015年4月8日,"15,361,120",7 9 5
2015年4月9日,"15,421,580",7 0 3
2015年4月10日,"16,017,178",6 0 2
2015年4月11日,"14,605,328",5 4 6
2015年4月12日,"14,952,338",2 3 7
2015年4月13日,"15,888,018",2 1 8
2015年4月14日,"16,371,792",6 8 8
2015年4月15日,"15,253,828",4 1 3
2015年4月16日,"16,120,910",7 7 1
2015年4月17日,"16,026,336",5 3 6
2015年4月18日,"15,714,536",6 3 3
2015年4月19日,"15,310,904",3 9 5
2015年4月20日,"16,390,634",4 9 9
2015年4月21日,"15,595,434",9 8 6
2015年4月22日,"16,219,152",7 0 0
2015年4月23日,"15,742,156",6 8 8
2015年4月24日,"15,816,666",7 1 0
2015年4月25日,"15,292,706",8 6 5
2015年4月26日,"15,672,938",6 4 9
2015年4月27日,"16,620,708",8 2 4
2015年4月28日,"16,565,014",9 7 2
2015年4月29日,"17,192,250",9 7 1
2015年4月30日,"17,716,544",7 7 7
2015年5月1日,"13,709,050",3 1 0
2015年5月2日,"13,330,738",6 2 3
2015年5月3日,"14,968,258",7 6 8
2015年5月4日,"16,170,990",7 6 0
2015年5月5日,"15,890,646",2 7 3
2015年5月6日,"14,949,686",6 1 4
2015年5月7日,"15,153,406",8 7 4
2015年5月8日,"15,457,174",6 4 0
2015年5月9日,"14,687,256",6 7 5
2015年5月10日,"14,310,926",5 9 0
2015年5月11日,"14,793,852",5 1 3
2015年5月12日,"15,033,012",5 4 4
2015年5月13日,"13,861,786",2 1 1
2015年5月14日,"13,941,900",0 8 1
2015年5月15日,"14,606,984",8 9 2
2015年5月16日,"13,815,232",2 3 2
2015年5月17日,"13,037,066",5 1 2
2015年5月18日,"14,164,060",7 7 4
2015年5月19日,"14,285,990",3 9 3
2015年5月20日,"14,350,548",9 5 6
2015年5月21日,"14,989,194",1 5 6
2015年5月22日,"14,340,982",0 2 7
2015年5月23日,"13,383,876",8 8 4
2015年5月24日,"13,395,602",2 2 9
2015年5月25日,"13,977,092",4 7 3
2015年5月26日,"14,549,068",8 1 1
2015年5月27日,"14,452,178",6 7 7
2015年5月28日,"14,886,360",9 2 9
2015年5月29日,"14,989,376",2 9 6
2015年5月30日,"13,632,444",2 4 0
2015年5月31日,"13,743,424",0 5 4
2015年6月1日,"14,210,736",6 2 7
2015年6月2日,"14,411,710",3 1 8
2015年6月3日,"14,948,132",0 7 5
2015年6月4日,"14,995,638",1 6 1
2015年6月5日,"14,543,286",0 8 4
2015年6月6日,"13,920,998",7 7 5
2015年6月7日,"13,947,942",4 5 5
2015年6月8日,"14,135,742",6 8 1
2015年6月9日,"14,951,896",0 8 8
2015年6月10日,"13,667,004",2 2 4
2015年6月11日,"13,683,320",4 0 5
2015年6月12日,"14,585,590",9 7 3
2015年6月13日,"13,162,178",0 8 4
2015年6月14日,"13,507,420",7 6 3
2015年6月15日,"13,934,906",7 2 2
2015年6月16日,"13,073,852",1 7 3
2015年6月17日,"13,629,528",6 6 2
2015年6月18日,"13,554,036",0 7 6
2015年6月19日,"13,972,376",6 4 6
2015年6月20日,"12,244,338",3 9 2
2015年6月21日,"12,458,258",3 8 9
2015年6月22日,"12,995,704",5 3 3
2015年6月23日,"13,127,050",3 5 6
2015年6月24日,"13,720,528",7 4 4
2015年6月25日,"13,705,104",1 6 0
2015年6月26日,"14,040,776",9 0 0
2015年6月27日,"12,339,218",4 1 0
2015年6月28日,"12,456,464",4 0 6
2015年6月29日,"13,174,348",5 3 7
2015年6月30日,"13,444,258",9 3 4
2015年7月1日,"13,625,168",6 1 6
2015年7月2日,"13,378,486",7 6 2
2015年7月3日,"14,428,390",0 7 0
2015年7月4日,"13,229,130",7 2 0
2015年7月5日,"13,486,372",5 3 5
2015年7月6日,"13,540,732",0 2 0
2015年7月7日,"12,788,670",8 6 8
2015年7月8日,"12,804,558",7 8 4
2015年7月9日,"13,224,544",6 5 3
2015年7月10日,"13,646,682",2 9 1
2015年7月11日,"12,913,940",7 9 8
2015年7月12日,"12,740,560",7 8 5
2015年7月13日,"13,014,644",0 5 8
2015年7月14日,"13,340,506",3 1 9
2015年7月15日,"13,785,356",7 6 2
2015年7月16日,"14,126,718",6 8 8
2015年7月17日,"13,770,950",5 1 4
2015年7月18日,"12,870,286",6 6 6
2015年7月19日,"11,566,406",7 0 2
2015年7月20日,"12,951,050",2 7 7
2015年7月21日,"12,682,388",9 4 6
2015年7月22日,"13,226,882",8 6 2
2015年7月23日,"13,456,390",4 0 2
2015年7月24日,"13,683,986",3 1 3
2015年7月25日,"12,659,568",8 6 7
2015年7月26日,"12,107,124",9 3 4
2015年7月27日,"13,314,544",0 6 3
2015年7月28日,"13,766,212",3 9 5
2015年7月29日,"13,620,528",6 4 7
2015年7月30日,"13,979,842",0 6 8
2015年7月31日,"14,826,644",2 1 2
2015年8月1日,"12,749,828",8 8 1
2015年8月2日,"12,392,122",3 3 8
2015年8月3日,"13,096,038",3 5 3
2015年8月4日,"12,931,440",7 2 7
2015年8月5日,"13,576,698",7 2 8
2015年8月6日,"12,635,060",9 5 1
2015年8月7日,"13,324,218",6 1 4
2015年8月8日,"12,893,860",0 5 5
2015年8月9日,"12,445,280",1 9 0
2015年8月10日,"12,484,736",1 5 4
2015年8月11日,"12,673,840",2 5 4
2015年8月12日,"12,686,586",2 4 2
2015年8月13日,"12,687,450",2 3 2
2015年8月14日,"12,925,564",1 9 2
2015年8月15日,"12,009,674",3 2 8
2015年8月16日,"12,592,312",7 8 1
2015年8月17日,"13,299,366",4 3 8
2015年8月18日,"13,701,964",3 8 7
2015年8月19日,"13,946,398",6 4 1
2015年8月20日,"13,748,428",8 5 9
2015年8月21日,"14,070,240",4 4 0
2015年8月22日,"12,489,458",4 4 2
2015年8月23日,"12,097,432",3 1 2
2015年8月24日,"12,720,520",9 9 1
2015年8月25日,"12,524,284",7 2 7
2015年8月26日,"13,131,328",5 0 9
2015年8月27日,"13,042,666",5 3 2
2015年8月28日,"13,739,962",9 8 3
2015年8月29日,"13,220,326",4 3 6
2015年8月30日,"13,187,766",4 6 5
2015年8月31日,"13,504,468",9 1 0
2015年9月1日,"13,757,706",3 0 4
2015年9月2日,"13,995,494",1 2 7
2015年9月3日,"12,943,806",9 3 1
2015年9月4日,"13,649,426",6 8 9
2015年9月5日,"13,793,502",6 5 1
2015年9月6日,"14,311,828",6 7 8
2015年9月7日,"13,895,456",0 0 8
2015年9月8日,"12,758,472",3 5 0
2015年9月9日,"13,287,956",9 8 7
2015年9月10日,"13,295,460",7 7 8
2015年9月11日,"13,607,944",0 6 5
2015年9月12日,"12,653,122",2 5 1
2015年9月13日,"13,057,814",4 6 1
2015年9月14日,"13,807,096",7 1 3
2015年9月15日,"13,686,682",4 9 4
2015年9月16日,"13,446,002",4 5 1
2015年9月17日,"13,749,224",2 9 2
2015年9月18日,"13,957,098",3 4 3
2015年9月19日,"12,703,428",4 3 0
2015年9月20日,"12,983,790",1 5 6
2015年9月21日,"13,892,128",0 2 3
2015年9月22日,"13,444,122",3 7 4
2015年9月23日,"14,430,106",9 5 2
2015年9月24日,"14,408,970",2 5 8
2015年9月25日,"14,218,172",8 3 3
2015年9月26日,"13,397,542",2 5 2
2015年9月27日,"12,716,038",2 1 6
2015年9月28日,"13,585,996",1 7 3
2015年9月29日,"14,163,010",9 2 5
2015年9月30日,"14,141,490",0 8 4
2015年10月1日,"12,789,318",6 5 2
2015年10月2日,"13,409,650",8 0 8
2015年10月3日,"12,666,976",2 5 8
2015年10月4日,"13,271,264",1 1 5
2015年10月5日,"13,424,518",9 7 9
2015年10月6日,"13,193,870",4 1 9
2015年10月7日,"13,963,064",2 5 4
2015年10月8日,"14,726,814",3 0 6
2015年10月9日,"15,522,986",9 3 4
2015年10月10日,"15,170,210",8 9 1
2015年10月11日,"15,124,766",4 8 3
2015年10月12日,"16,379,314",0 1 1
2015年10月13日,"14,182,738",2 1 7
2015年10月14日,"14,889,250",9 8 8
2015年10月15日,"14,997,138",0 9 0
2015年10月16日,"14,979,078",4 9 2
2015年10月17日,"13,996,572",2 3 4
2015年10月18日,"14,436,650",6 3 2
2015年10月19日,"14,917,692",4 2 1
2015年10月20日,"15,040,324",0 7 4
2015年10月21日,"15,471,114",0 5 0
2015年10月22日,"14,935,724",8 4 2
2015年10月23日,"16,166,890",5 2 9
2015年10月24日,"15,214,118",0 6 4
2015年10月25日,"15,272,552",1 2 0
2015年10月26日,"14,224,774",2 9 6
2015年10月27日,"14,774,212",4 3 2
2015年10月28日,"14,930,558",0 4 1
2015年10月29日,"15,080,484",3 0 5
2015年10月30日,"15,545,886",9 0 5
2015年10月31日,"14,495,132",4 4 0
2015年11月1日,"14,343,294",5 9 4
2015年11月2日,"14,976,110",6 2 7
2015年11月3日,"15,054,684",8 4 5
2015年11月4日,"15,402,486",4 4 9
2015年11月5日,"14,834,128",6 4 2
2015年11月6日,"14,999,286",4 4 1
2015年11月7日,"14,350,598",2 7 1
2015年11月8日,"14,090,416",5 4 9
2015年11月9日,"15,228,742",2 1 7
2015年11月10日,"15,230,462",0 6 9
2015年11月11日,"15,102,824",3 7 9
2015年11月12日,"15,016,232",0 0 3
2015年11月13日,"15,238,798",2 5 7
2015年11月14日,"14,732,176",2 3 3
2015年11月15日,"14,460,122",4 3 5
2015年11月16日,"15,532,818",5 5 5
2015年11月17日,"13,904,128",0 6 5
2015年11月18日,"15,300,434",7 5 0
2015年11月19日,"14,293,958",0 2 1
2015年11月20日,"14,454,480",8 1 2
2015年11月21日,"13,461,602",3 4 9
2015年11月22日,"14,472,946",6 1 9
2015年11月23日,"14,460,044",8 8 4
2015年11月24日,"13,797,170",8 3 6
2015年11月25日,"14,064,564",6 4 4
2015年11月26日,"14,448,628",1 6 9
2015年11月27日,"15,141,504",7 9 3
2015年11月28日,"14,172,812",9 2 9
2015年11月29日,"14,375,210",8 7 5
2015年11月30日,"14,691,140",4 2 9
2015年12月1日,"15,462,370",4 9 7
2015年12月2日,"15,700,360",6 7 5
2015年12月3日,"15,117,392",0 5 6
2015年12月4日,"15,736,126",7 8 0
2015年12月5日,"14,771,294",6 9 0
2015年12月6日,"15,232,970",3 8 8
2015年12月7日,"14,522,194",0 5 2
2015年12月8日,"14,620,578",5 6 2
2015年12月9日,"14,671,820",6 5 8
2015年12月10日,"15,208,356",9 1 3
2015年12月11日,"15,563,356",9 0 9
2015年12月12日,"14,258,656",9 9 7
2015年12月13日,"13,492,552",8 2 8
2015年12月14日,"14,193,228",6 6 4
2015年12月15日,"14,293,020",5 9 6
2015年12月16日,"14,564,216",5 8 0
2015年12月17日,"14,412,372",2 5 3
2015年12月18日,"15,184,226",2 9 3
2015年12月19日,"13,764,048",7 0 1
2015年12月20日,"14,304,802",1 4 5
2015年12月21日,"15,208,838",8 7 8
2015年12月22日,"14,510,978",7 5 0
2015年12月23日,"15,274,334",8 1 3
2015年12月24日,"14,970,252",9 7 4
2015年12月25日,"15,558,074",9 1 8
2015年12月26日,"14,704,066",3 4 9
2015年12月27日,"15,081,590",3 9 1
2015年12月28日,"15,416,320",8 7 1
2015年12月29日,"15,654,730",3 9 7
2015年12月30日,"16,225,986",4 3 2
2015年12月31日,"15,984,590",0 0 9
2016年1月1日,"13,530,084",8 2 8
2016年1月2日,"13,835,128",5 6 7
2016年1月3日,"14,003,350",5 7 3
2016年1月4日,"14,809,872",5 4 3
2016年1月5日,"14,491,292",4 3 9
2016年1月6日,"15,199,390",1 0 1
2016年1月7日,"14,159,222",1 7 4
2016年1月8日,"15,113,616",9 6 7
2016年1月9日,"14,435,484",6 4 8
2016年1月10日,"15,144,498",8 2 3
2016年1月11日,"15,871,894",4 6 1
2016年1月12日,"16,088,004",5 3 0
2016年1月13日,"15,737,466",0 1 9
2016年1月14日,"15,446,202",9 2 5
2016年1月15日,"15,999,282",6 8 6
2016年1月16日,"14,909,788",8 4 1
2016年1月17日,"15,405,868",8 6 1
2016年1月18日,"15,744,618",6 4 6
2016年1月19日,"15,228,796",8 8 3
2016年1月20日,"15,163,706",6 9 3
2016年1月21日,"15,287,778",4 0 2
2016年1月22日,"15,166,256",7 4 4
2016年1月23日,"14,412,306",0 4 1
2016年1月24日,"13,587,762",0 9 1
2016年1月25日,"14,209,152",5 0 0
2016年1月26日,"13,726,532",4 0 3
2016年1月27日,"14,576,990",7 2 9
2016年1月28日,"14,629,678",2 6 2
2016年1月29日,"15,177,426",2 2 5
2016年1月30日,"14,054,782",9 8 8
2016年1月31日,"13,566,386",4 5 7
2016年2月1日,"14,458,988",5 5 5
2016年2月2日,"13,316,004",0 0 2
2016年2月3日,"13,386,110",1 0 2
2016年2月4日,"13,345,272",0 5 1
2016年2月5日,"13,798,342",2 5 8
2016年2月6日,"12,696,276",6 2 4
2016年2月14日,"10,880,934",8 2 3
2016年2月15日,"12,208,418",5 0 3
2016年2月16日,"12,620,684",0 4 7
2016年2月17日,"13,378,188",7 2 0
2016年2月18日,"13,442,958",7 2 9
2016年2月19日,"13,880,770",9 4 4
2016年2月20日,"13,049,976",0 1 2
2016年2月21日,"12,641,822",6 1 2
2016年2月22日,"13,282,032",1 2 6
2016年2月23日,"13,260,760",1 3 2
2016年2月24日,"13,407,614",3 3 7
2016年2月25日,"13,141,654",6 1 8
2016年2月26日,"14,542,092",1 4 0
2016年2月27日,"13,542,918",1 0 2
2016年2月28日,"13,664,174",7 9 2
2016年2月29日,"14,355,056",4 4 7
2016年3月1日,"14,348,530",7 3 6
2016年3月2日,"14,323,908",3 2 3
2016年3月3日,"14,109,750",6 6 5
2016年3月4日,"14,588,980",7 6 4
2016年3月5日,"13,863,798",1 1 9
2016年3月6日,"13,800,528",0 7 8
2016年3月7日,"14,461,390",6 8 6
2016年3月8日,"13,624,732",6 7 5
2016年3月9日,"13,835,672",4 7 7
2016年3月10日,"13,965,356",4 9 1
2016年3月11日,"14,328,930",4 5 5
2016年3月12日,"12,758,126",0 1 6
2016年3月13日,"13,085,212",4 5 5
2016年3月14日,"13,589,042",4 4 5
2016年3月15日,"13,681,288",0 1 3
2016年3月16日,"14,041,752",9 9 5
2016年3月17日,"13,753,544",7 8 9
2016年3月18日,"14,622,244",5 3 0
2016年3月19日,"13,047,818",2 9 9
2016年3月20日,"12,868,164",9 7 2
2016年3月21日,"13,767,740",9 5 1
2016年3月22日,"14,411,686",6 3 7
2016年3月23日,"14,411,844",6 0 6
2016年3月24日,"13,466,322",7 8 2
2016年3月25日,"14,348,754",4 6 7
2016年3月26日,"13,722,938",3 9 0
2016年3月27日,"13,505,302",6 7 0
2016年3月28日,"14,512,712",1 5 0
2016年3月29日,"14,120,316",7 4 8
2016年3月30日,"14,521,328",2 3 4
2016年3月31日,"14,822,798",0 2 3
2016年4月1日,"15,013,830",9 9 7
2016年4月2日,"12,855,136",0 6 5
2016年4月3日,"12,813,398",9 1 7
2016年4月4日,"13,557,808",5 4 7
2016年4月5日,"14,047,728",9 8 3
2016年4月6日,"14,600,130",8 6 7
2016年4月7日,"14,018,144",1 3 3
2016年4月8日,"14,063,972",2 7 3
2016年4月9日,"13,496,528",9 8 2
2016年4月10日,"13,827,754",9 6 0
2016年4月11日,"14,191,690",8 6 9
2016年4月12日,"13,671,410",4 1 0
2016年4月13日,"14,026,150",1 1 1
2016年4月14日,"12,739,782",9 8 2
2016年4月15日,"14,159,504",3 3 2
2016年4月16日,"12,680,516",0 3 7
2016年4月17日,"13,256,118",6 0 3
2016年4月18日,"13,670,044",8 8 5
2016年4月19日,"13,367,596",7 6 2
2016年4月20日,"13,704,658",2 1 9
2016年4月21日,"14,552,444",6 1 1
2016年4月22日,"14,448,922",0 3 7
2016年4月23日,"13,695,796",2 4 0
2016年4月24日,"13,535,806",2 3 6
2016年4月25日,"13,730,030",0 7 1
2016年4月26日,"14,275,436",7 7 2
2016年4月27日,"13,507,720",4 7 6
2016年4月28日,"13,950,802",6 1 1
2016年4月29日,"13,884,776",2 9 7
2016年4月30日,"12,839,304",2 1 8
2016年5月1日,"12,376,154",0 0 2
2016年5月2日,"11,968,480",4 8 8
2016年5月3日,"12,896,106",9 4 5
2016年5月4日,"13,453,268",3 6 9
2016年5月5日,"14,035,644",1 3 9
2016年5月6日,"14,086,374",8 7 7
2016年5月7日,"12,652,398",5 6 4
2016年5月8日,"12,585,210",4 3 6
2016年5月9日,"13,463,120",1 4 7
